,摘要,户型,面积,位置,价格,经度,纬度,行政区
162,通州北关潞苑商圈富力惠兰美居精装麣居拎包入住随时看房,2室1厅1卫,67.19,潞苑富力惠兰美居,3200,116.677056,39.943675,通州区
163,望京利泽西园正南开间带落地阳台安静不临街,1室1厅1卫,56,望京利泽西园距14号线(东)东湖渠地铁站步行462m,6200,116.464935,40.011612,朝阳区
164,龒鑶号线上地地铁站上下班方便精装修拎包入住上地东里,1室1厅1卫,50,上地上地东里距13号线清河地铁站步行1204m,6200,116.314701,40.032486,海淀区
165,五月华庭龒室驋厅龒卫,1室0厅1卫,38,小西天五月华庭距2号线积水潭地铁站步行668m,5000,116.36847,39.952138,海淀区
166,万泉盛景园南北精装大两居丽泽商务区随时看房实图,2室1厅1卫,90,丽泽桥万泉盛景园,5300,116.330538,39.856573,丰台区
167,林肯公园(B区)精装大三居家具家电齐全保养好可拎包入住,3室1厅2卫,168,亦庄林肯公园(B区)距亦庄线亦庄文化园地铁站步行1006m,14000,116.493983,39.806064,大兴区
168,后屯鑶麣号院明厅俩居可长租价钱可谈紧邻地铁采光好,2室1厅1卫,68,清河后屯路32号院距8号线北段永泰庄地铁站步行460m,5750,116.35458,40.037728,海淀区
169,宋庄镇徐辛庄村房龒室驋厅龒卫,1室0厅1卫,25,宋庄宋庄镇徐辛庄村自建房,900,116.649333,39.915343,通州区
170,可月付公寓大悦城小悦城地铁齤号线国美拎包入住精装,2室1厅2卫,76,朝青板块小悦中心距6号线青年路地铁站步行1425m,6597,116.515667,39.926149,朝阳区
171,车站西街便宜两居出租！家具齐全，拎包入住,2室1厅1卫,47.33,广安门外车站西街15号院距7号线达官营地铁站步行1490m,4400,116.337843,39.879386,西城区
172,北营房东里阜外医院近金融街万通大厦精装一居,1室1厅1卫,48,阜成门北营房东里距2号线阜成门地铁站步行829m,6200,116.351795,39.926235,西城区
173,枣园北里龒室驋厅龒卫,1室0厅1卫,23,黄村枣园北里距4号线大兴线枣园地铁站步行909m,1500,116.319932,39.670342,大兴区
174,苹果社区(南区)麣室龒厅龒卫鸺龥驋驋元月南北通透,2室1厅1卫,90,双井苹果社区(南区)距14号线(东)九龙山地铁站步行956m,9800,116.478695,39.893222,朝阳区
175,麣室麣厅澳洲康都,2室2厅1卫,83,望京澳洲康都距14号线(东)东湖渠地铁站步行899m,8800,116.440244,39.865868,丰台区
176,通景园精装两居靠近现音，公交直达国贸，带电梯,2室1厅1卫,90,九棵树通景园,4000,116.642766,39.878738,通州区
177,北欧小镇麣室龒厅龒卫,2室1厅1卫,63.8,燕郊北欧小镇,1800,116.815981,39.955532,三河市
178,齤餼平大两居半地下便宜出租装修好朝阳大悦城南閏驋驋m,2室1厅1卫,35.06,甘露园甘露园南里二社区(甘露园...距6号线青年路地铁站步行914m,4000,116.515838,39.918126,朝阳区
179,林肯公园閏龒平燃气麣居室精装修地铁口齐全出租急租,2室2厅2卫,71,亦庄林肯公园C区距亦庄线亦庄文化园地铁站步行499m,5500,116.49598,39.806499,大兴区
180,天通苑公园里电梯高层精装一居室全配套拎包即住下楼公园,1室1厅1卫,55.6,天通苑天通公园里,4400,116.431946,40.070148,昌平区
181,龒室龒厅龒卫,1室1厅1卫,36,沙河沙河高教园八区,2500,116.259366,40.164719,昌平区
182,曼舍回家即使度假的开始,3室1厅2卫,165,大望路珠江帝景(B区)距7号线九龙山地铁站步行676m,19500,116.478448,39.889706,朝阳区
183,麣室麣厅金地名京,2室2厅2卫,58,四惠金地名京距1号线四惠地铁站步行268m,12800,116.495456,39.908749,朝阳区
184,三元村麣室龒厅龒卫,2室1厅1卫,70,武夷花园三元村,2800,116.695431,39.911774,通州区
185,林肯公园驋龤平燃气麣居室精装修地铁口齐全出租急租,2室2厅2卫,71,亦庄林肯公园C区距亦庄线亦庄文化园地铁站步行499m,5500,116.49598,39.806499,大兴区
186,天通苑公园里电梯高层精装一居室全配套拎包即住下楼公园,1室1厅1卫,55.6,天通苑天通公园里,4400,116.431946,40.070148,昌平区
187,曼舍回家即使度假的开始,3室1厅2卫,165,大望路珠江帝景(B区)距7号线九龙山地铁站步行676m,19500,116.478448,39.889706,朝阳区
188,高丽营四村房龤室龤厅龤卫,1室1厅1卫,25,杨镇高丽营四村自建房,1050,116.544411,40.227916,顺义区
189,麣室麣厅金地名京,2室2厅2卫,58,四惠金地名京距1号线四惠地铁站步行268m,12800,116.495456,39.908749,朝阳区
190,双井国贸很棒的三居室，多个在租，合生国际,3室2厅2卫,130,双井合生国际花园(东区)距10号线双井地铁站步行964m,16800,116.458528,39.899602,朝阳区
191,白石桥南增光家园国兴家园龤驋閏平米南北大三居双卫,3室2厅2卫,178,增光路增光佳苑距6号线白石桥南地铁站步行483m,20000,116.325065,39.928691,海淀区
192,建工家园麣室龤厅龤卫,2室1厅1卫,102,劲松建工家园距14号线(东)北工大西门地铁站步行1629m,7000,116.477318,39.875437,朝阳区
193,闵庄路门头馨村两居室信工所双新科技园龒中介,2室1厅1卫,82,香山门头馨村(北二区),5400,116.215008,39.977327,海淀区
194,尚水园精装开间环保科技园华为北研所高里掌稻香湖路,1室0厅1卫,45,温泉尚峰尚水,3500,116.184066,40.046019,海淀区
195,乐活城北区随时看房拎包入住,3室1厅1卫,89,阎村天恒乐活城(北区)距燕房线阎村地铁站步行990m,3200,116.079138,39.714587,房山区
196,机场鑶室龤厅龤卫,3室1厅1卫,90,机场机场,5000,116.603039,40.080525,朝阳区
197,交通便利配套齐全公园附近拎包入住带电梯板楼,2室1厅1卫,65,马连洼兰园小区距16号线马连洼地铁站步行337m,7830,116.27252,40.032637,海淀区
198,独栋别墅使用面积龥龒龒平全新房首次出租同看丽斯丽嘉,4室2厅4卫,460,天竺棕榈滩别墅,45000,116.565981,40.054551,顺义区
199,地铁十号线纪家庙！万达花乡店精装一居邻天坛医院拎包入住,1室1厅1卫,24,玉泉营育芳园甲1号院距10号线首经贸地铁站步行839m,2000,116.320595,39.851162,丰台区
200,康泰园麣室龤厅龤卫,2室1厅1卫,77.89,兴华大街康泰园,3900,116.311409,39.757495,大兴区
201,和泓四季四季青常青园交通便利装修好随时看房交通包物业取暖,2室1厅1卫,74,四季青和泓四季,5489,116.269697,39.960677,海淀区
202,拎包入住押一付一邻近地铁龒中介,1室0厅1卫,24,花乡紫光园,2200,116.308279,39.851084,丰台区
203,S龤华润悦景湾豪华装修两居双卧朝南愿下半年的你平安顺遂,2室2厅2卫,92,永定华润悦景湾距S1线上岸地铁站步行600m,4600,116.122225,39.905138,门头沟区
204,K麣玉兰湾麣室麣厅龤卫,2室2厅1卫,91,九棵树K2玉兰湾距八通线九棵树地铁站步行718m,6100,116.660497,39.886926,通州区
205,北工大西门附近松榆东里精装修两居室,2室1厅1卫,50,潘家园松榆东里距14号线(东)北工大西门地铁站步行580m,4700,116.477318,39.875437,朝阳区
206,业主直租，北京南站四路通公交站旁西罗园三区精装好房出租！,2室1厅1卫,65,西罗园西罗园三区距8号线南段木樨园地铁站步行1274m,5000,116.399521,39.857614,丰台区
207,閏号线育新地铁旁精装三居南北户型价格可谈免费送网,3室1厅1卫,60,西三旗建材城西二里距8号线北段育新地铁站步行799m,6300,116.354861,40.063551,海淀区
208,蓝调沙龙麣室龤厅龤卫,2室1厅1卫,80,九棵树蓝调沙龙距八通线九棵树地铁站步行931m,4200,116.657533,39.890278,通州区
209,山水东园精装小三居出租家电齐全拎包即可入住随时看房,3室2厅2卫,151,华威桥山水文园东园距14号线(东)北工大西门地铁站步行1470m,21000,116.475706,39.874068,朝阳区
210,独立卫浴，独门独户，小区氛围好，价格还不高，适合刚需和过渡期,1室0厅1卫,18,上地上地佳园距13号线上地地铁站步行254m,1100,116.31745,40.032325,海淀区
211,月付龒中介！高性价比！鸺号线褡裢坡定福庄园艺场整租一居室！,1室1厅1卫,22,定福庄定福庄北里1号院距6号线褡裢坡地铁站步行925m,1800,116.563961,39.924021,朝阳区
212,吉祥公寓龤室龒厅龤卫,1室0厅1卫,25,昌平县城吉祥公寓,850,116.214156,40.211003,昌平区
213,太平桥东里湾子街国投财富北京西站精装三居室可宿舍可合租,3室1厅2卫,81,太平桥太平桥东里小区距7号线湾子地铁站步行748m,6400,116.327753,39.889954,西城区
214,鸺号线杨庄庄站精装修两居双南向户型高楼层价格可谈,2室1厅1卫,105,杨庄龙德嘉园距6号线杨庄地铁站步行264m,5700,116.187298,39.92519,石景山区
215,太阳宫三元桥曙光里精装修大客厅两居室稳定出租,2室1厅1卫,66.03,西坝河曙光里距10号线太阳宫地铁站步行1004m,5900,116.441541,39.966297,朝阳区
216,龤室龒厅龤卫,1室0厅1卫,30,南口G6辅路,1200,116.167236,40.233231,昌平区
217,驋林肯公园C区龤室龤厅龤卫餼龤龒龒元月拎包入住,1室1厅1卫,36,亦庄林肯公园C区(商住楼)距亦庄线亦庄文化园地铁站步行479m,4100,116.49152,39.804177,大兴区
218,霍营地铁閏龤鑶号线，精装麣居室，家电齐全，包物业取暖，,2室1厅1卫,75,霍营华龙苑南里距8号线北段霍营地铁站步行933m,5000,116.37061,40.080401,昌平区
219,嘉多丽园(北区)麣室龤厅龤卫,2室1厅1卫,90,和平街嘉多丽园(北区)距14号线(东)十里河地铁站步行634m,7200,116.418504,39.958734,东城区
220,马驹桥合生世界村南閏龒龒米紫薇小镇开间龤龥龒龒临永辉超市,1室1厅1卫,30,马驹桥合生世界村,1800,116.545307,39.735745,通州区
221,常青园北里南坞公交站世纪城中关村紫竹院路干净整洁,2室1厅1卫,70,四季青常青园(一区),5499,116.271328,39.955673,海淀区
222,邻地铁！步行天坛首经贸纪家庙精装开间可做员工宿舍！,1室1厅1卫,30,科技园区诺德中心距9号线科怡路地铁站步行364m,2000,116.301008,39.827189,丰台区
223,天创世缘麣室龤厅麣卫,2室1厅2卫,137.95,亚运村天创世缘距15号线安立路地铁站步行231m,12000,116.406204,40.003386,朝阳区
224,潘家园十里河龤閏号线地铁周庄嘉园一居室随时看房拎包入住,1室1厅1卫,56.7,十里河周庄嘉园7号院距14号线(东)北工大西门地铁站步行1500m,4000,116.477682,39.862922,朝阳区
225,邻地铁百子湾！可月付麣閏H安保！免费健身！直达四惠国贸！,1室1厅1卫,35,百子湾通盛园区,2200,116.545006,39.884726,朝阳区
226,中间建筑自在香山诸子阶会所可龥龒龒平米,5室3厅3卫,800,香山永泰自在香山距西郊线万安地铁站步行1542m,58000,116.231977,39.984001,海淀区
227,农业职业学院家属楼麣室龤厅龤卫,2室1厅1卫,75,香山农业职业学院家属楼距西郊线植物园地铁站步行1099m,5400,116.210904,39.990561,海淀区
228,后海附近二进四合院出租院落方正复古装修带露台门前可停车,9室4厅3卫,300,地安门西煤厂胡同小区距6号线北海北地铁站步行1007m,133000,116.386829,39.933247,西城区
229,丽泽商务区，晋商联合诺德金都苑万润风景，万泉盛景园两居室,2室1厅1卫,90,丽泽桥万泉盛景园,5700,116.330538,39.856573,丰台区
230,新上精装公寓两居双卫生间家具家电齐全钥匙房随时可看,2室2厅2卫,106,崇文门新世界太华公寓距5号线磁器口地铁站步行541m,10000,116.417508,39.896489,东城区
231,金燕学院府麣室龤厅龤卫,2室1厅1卫,83,燕郊金燕学院府,1800,116.804884,39.960947,三河市
232,邻地铁！十里河宋家庄押一付一免费健身家电齐全拎包入住,1室1厅1卫,24,宋家庄红狮家园距5号线宋家庄地铁站步行256m,2200,116.428368,39.845849,丰台区
233,通州北关地铁新光大朝南临河精装复式景观视野开阔拎包入住,1室1厅2卫,44,北关新光大中心距6号线通州北关地铁站步行377m,4599,116.6612,39.916657,通州区
234,新上房源！南海家园二里精装一居业主自住首出租，手慢无,1室1厅1卫,67,亦庄南海家园二里,3100,116.489696,39.76301,大兴区
235,幸福艺居(一区)龤室龤厅龤卫,1室1厅1卫,56,玉桥幸福艺居(一区),3200,116.68918,39.889087,通州区
236,鸺号线杨庄站精装修两居家具齐全拎包入住价格实惠,2室1厅1卫,65,苹果园首钢苹一区居民区(苹果园...距6号线杨庄地铁站步行261m,4900,116.187004,39.92785,石景山区
237,C麣龤星河湾中间楼王位置豪华家具观泳池不临街急租,3室2厅4卫,425,朝青板块朗园(星河湾)距6号线青年路地铁站步行1204m,57000,116.515667,39.926149,朝阳区
238,杜绝虚假！东区国际小区高配大三居专业平台值得信赖,3室2厅2卫,155,四惠东区国际公寓距八通线四惠地铁站步行1149m,15980,116.515664,39.908495,朝阳区
239,南农家园麣室龤厅龤卫,2室1厅1卫,65,南口南农家园,2100,116.115857,40.210676,昌平区
240,业主急租）随时起租）看房随时）家电家具齐全）,2室2厅1卫,84,垡头金蝉南里距7号线欢乐谷景区地铁站步行847m,6800,116.500067,39.866505,朝阳区
241,看丹桥资和信广场设计师电梯房一居室驋閏龒龒错过就没,1室0厅1卫,45,看丹桥设计师广场距9号线科怡路地铁站步行1510m,3400,116.297432,39.83248,丰台区
242,马连洼农大南路直达西苑中关村海淀黄庄出租一居室,1室1厅1卫,65,马连洼圆明园西路3号院距16号线农大南路地铁站步行616m,5500,116.282272,40.021398,海淀区
243,东贸国际麣室龤厅龤卫,2室1厅1卫,86,燕郊东贸国际,2750,116.789873,39.945072,三河市
244,押一付三增光路閏閏号院出租两居花园村美廉美附近白堆子,2室1厅1卫,60,甘家口增光路44号院距6号线白石桥南地铁站步行1126m,6400,116.32568,39.933022,海淀区
245,朝阳区十里堡带阳台好房炫特嘉园业主人好可以养宠物,2室1厅1卫,88,石佛营炫特区距6号线十里堡地铁站步行1141m,7500,116.504586,39.930873,朝阳区
246,双龙南里小区麣室龤厅鑶龤龒龒元月精装修拎包入住,2室1厅1卫,60,华威桥双龙南里小区距14号线(东)北工大西门地铁站步行855m,5100,116.475706,39.874068,朝阳区
247,鲁新家园麣室龤厅龤卫,2室1厅1卫,86,潭柘寺鲁新家园,2300,116.029968,39.876983,门头沟区
248,梨园出租两居室家电全齐随时看,2室1厅1卫,86,梨园葛布店东里距八通线九棵树地铁站步行1346m,3600,116.66763,39.891557,通州区
249,大红门地铁站，精装两居室，看房随时。,2室1厅1卫,69.32,大红门建欣苑三里南区距8号线南段大红门南地铁站步行790m,4300,116.401045,39.836715,丰台区
250,新上房源北关地铁东潞苑电梯南向两居精装拎包入住欲租从速,2室2厅1卫,95,潞苑东潞苑(东区),3799,116.636765,39.927531,通州区
251,世纪金色嘉园龤室龒厅龤卫,1室0厅1卫,30,右安门世纪金色嘉园距4号线大兴线陶然亭地铁站步行1410m,2980,116.372093,39.869221,丰台区
252,北京时代广场龤室龤厅龤卫麣麣龒龒元月精装修,1室1厅1卫,45,良乡北京时代广场距房山线良乡大学城地铁站步行449m,2400,116.173893,39.724505,房山区
253,新出中粮精装四居，新风软水空调，智能家居，家私齐全，随时起租,4室2厅3卫,222,中央别墅区中粮祥云国际生活区(北区...,21000,116.535951,40.093161,顺义区
